begin initialization: 
initialization end!
begin iteration: 
0	0.940628
1	0.887478
2	0.856126
3	0.830043
4	0.806579
5	0.785029
6	0.765032
7	0.746352
8	0.728824
9	0.712322
10	0.696739
11	0.681988
12	0.667996
13	0.6547
14	0.64204
15	0.629968
16	0.618444
17	0.607429
18	0.596886
19	0.586786
20	0.577102
21	0.567809
22	0.558883
23	0.550302
24	0.542047
25	0.534099
26	0.526444
27	0.519063
28	0.511945
29	0.505075
30	0.49844
31	0.492031
32	0.485835
33	0.479844
34	0.474046
35	0.468434
36	0.462997
37	0.457728
38	0.452619
39	0.447658
40	0.44284
41	0.438158
42	0.433608
43	0.429181
44	0.424873
45	0.420678
46	0.416593
47	0.412613
48	0.408733
49	0.404946
3.48952	3	5196.02
3.68777	4	5196.12
3.34207	4	5196.55
3.4205	4	5196.89
3.04786	3	5196.89
1.29233	1	5196.98
2.09384	3	5197.8
3.21953	4	5198.41
2.28712	1	5200.06
2.55525	3	5200.26
3.20733	3	5200.3
2.47452	2	5200.53
3.11101	2	5201.76
2.84554	2	5202.48
2.63562	2	5202.88
3.03316	3	5202.88
3.13765	2	5204.18
2.71011	2	5204.68
2.33269	3	5205.13
1.65528	2	5205.25
2.7393	3	5205.31
2.06925	2	5205.32
1.83363	1	5206.01
4.10961	4	5206.02
4.78764	5	5206.07
3.98198	5	5207.11
3.6675	4	5207.22
4.83883	5	5207.24
4.5833	5	5207.42
4.68831	4	5207.89
3.73408	4	5207.96
4.05237	5	5208.86
3.75724	4	5208.92
4.08115	1	5218.41
4.16435	4	5218.44
4.12589	4	5218.45
4.45595	5	5218.75
4.86586	4	5219.5
4.31592	5	5219.97
4.61007	5	5220.12
4.3354	5	5220.56
3.6847	5	5222.29
3.93424	5	5223.43
3.12435	3	5223.44
4.18484	5	5224.11
4.28068	4	5224.19
4.16419	5	5224.88
3.74803	3	5225.44
3.99858	5	5226.45
3.87481	5	5227.71
4.54879	5	5227.92
2.8699	3	5227.93
2.99438	4	5228.95
2.19855	3	5229.59
3.48181	5	5231.89
3.23185	3	5231.95
3.98146	5	5232.98
4.04409	3	5234.07
3.30867	4	5234.55
3.762	5	5236.08
4.0197	4	5236.08
3.84453	5	5237.42
2.14305	2	5237.44
3.6847	4	5237.54
2.80572	3	5237.58
3.58888	5	5239.57
3.50045	3	5239.82
3.92684	4	5239.82
3.37569	3	5239.97
3.6225	5	5241.86
2.88008	2	5242.64
2.67267	2	5243.09
3.00654	3	5243.09
4.39834	3	5245.05
5	5	5245.05
5	5	5245.05
4.86323	5	5245.06
5	5	5245.06
5	5	5245.06
4.52276	5	5245.29
5	5	5245.29
5	5	5245.29
4.58889	5	5245.46
5	5	5245.46
4.98293	5	5245.46
4.85536	5	5245.48
4.26663	3	5247.09
4.44791	5	5247.39
4.24979	4	5247.45
4.76676	4	5248.04
4.71779	5	5248.12
4.65437	5	5248.24
5	5	5248.24
4.75888	5	5248.3
5	5	5248.3
5	4	5249.3
4.42489	5	5249.63
5	5	5249.63
4.85099	5	5249.65
4.37878	5	5250.04
3.54045	3	5250.33
5	5	5250.33
4.77751	3	5253.49
3.75215	4	5253.55
3.30853	4	5254.03
3.83359	4	5254.06
4.52547	4	5254.33
4.30201	4	5254.42
4.30362	5	5254.91
4.64703	5	5255.03
2.60553	2	5255.4
3.81161	5	5256.81
4.08544	5	5257.65
3.95958	5	5258.73
4.20724	4	5258.77
3.83037	4	5258.8
4.07442	5	5259.66
4.61641	4	5260.04
4.13082	4	5260.06
4.28285	4	5260.14
4.40119	4	5260.3
4.76104	5	5260.35
4.12924	4	5260.37
4.34541	5	5260.8
4.12432	5	5261.57
3.2355	5	5264.68
3.91682	5	5265.85
3.61131	4	5266
3.75044	2	5269.07
2.97361	2	5270.02
3.91414	5	5271.2
4.27376	3	5272.82
4.70357	5	5272.91
4.07499	4	5272.91
4.43783	5	5273.23
4.02082	5	5274.19
4.10031	5	5275
4.76636	5	5275.05
3.67469	4	5275.16
4.10535	4	5275.17
2.89285	1	5278.75
3.88567	5	5279.99
3.77265	5	5281.5
4.01359	4	5281.5
2.96709	3	5281.5
3.74695	5	5283.07
3.4499	4	5283.37
3.60694	4	5283.53
4.39472	4	5283.68
4.6471	5	5283.81
4.39808	2	5289.56
3.67055	2	5292.35
3.56108	4	5292.54
3.75407	4	5292.6
3.59067	4	5292.77
4.10773	4	5292.78
3.47566	3	5293.01
3.80149	2	5296.25
3.76121	4	5296.31
3.91418	5	5297.49
4.24358	4	5297.55
4.0778	5	5298.4
3.60719	5	5300.34
3.03826	3	5300.34
4.33983	5	5300.78
3.51635	4	5301.01
3.98509	5	5302.04
3.06742	5	5305.77
3.79343	4	5305.82
3.41896	3	5305.99
3.28556	3	5306.07
3.38771	3	5306.22
3.07382	4	5307.08
3.87056	4	5307.1
3.71988	4	5307.18
4.26288	5	5307.72
3.91206	5	5308.9
4.09863	5	5309.72
3.5912	3	5310.07
3.9306	4	5310.07
4.43794	4	5310.26
2.62185	3	5310.41
3.8565	4	5310.43
4.22221	3	5311.92
3.17855	3	5311.95
3.96452	4	5311.95
3.3113	5	5314.81
3.45491	4	5315.1
3.12119	3	5315.12
3.15163	3	5315.14
2.66495	3	5315.25
3.65077	2	5317.98
3.5914	4	5318.14
3.75167	5	5319.7
2.88941	4	5320.94
2.83932	2	5321.64
3.45047	4	5321.94
3.94007	5	5323.07
3.97288	5	5324.12
3.79664	5	5325.57
3.58644	5	5327.57
4.39008	5	5327.94
2.98364	1	5331.87
2.89571	2	5332.68
2.33101	2	5332.79
3.23572	2	5334.31
3.68744	3	5334.79
4.05249	5	5335.68
4.59276	3	5338.22
3.96434	3	5339.15
4.4721	5	5339.43
4.09085	4	5339.44
2.42386	1	5341.46
3.41639	1	5347.3
3.9404	4	5347.31
3.17737	3	5347.34
2.9839	4	5348.37
3.19581	2	5349.8
3.88	5	5351.06
3.35385	4	5351.47
3.82968	5	5352.84
3.94563	3	5353.74
4.43956	4	5353.93
3.47693	4	5354.2
3.38134	3	5354.35
4.09681	5	5355.16
4.03971	5	5356.09
4.18183	5	5356.76
4.55596	4	5357.07
4.6322	5	5357.2
3.93653	5	5358.33
3.78691	2	5361.52
3.55549	4	5361.72
3.8447	4	5361.75
3.84446	3	5362.46
3.83152	5	5363.82
3.96686	4	5363.83
4.46673	3	5365.98
3.99368	5	5366.99
4.02739	3	5368.05
4.29528	4	5368.13
4.20145	4	5368.17
4.26676	5	5368.71
3.69611	3	5369.2
3.3383	3	5369.31
3.79159	5	5370.77
3.88284	5	5372.02
3.95488	4	5372.02
4.22363	4	5372.07
3.54852	4	5372.27
4.00954	3	5373.29
4.11732	2	5377.78
3.39722	3	5377.93
3.23471	4	5378.52
3.91091	3	5379.35
4.54163	5	5379.56
3.76693	3	5380.15
3.85567	5	5381.46
2.78107	5	5386.38
3.73049	5	5387.99
3.86825	5	5389.27
2.75439	1	5392.35
3.81198	4	5392.39
3.93986	5	5393.51
4.2163	3	5394.99
4.10118	3	5396.2
3.8331	4	5396.23
3.41915	5	5398.73
3.74633	3	5399.29
4.13442	5	5400.04
3.40095	3	5400.2
3.74989	3	5400.76
2.69022	3	5400.85
3.63477	5	5402.72
3.48221	2	5404.92
3.50909	4	5405.16
2.81651	3	5405.19
3.86018	5	5406.49
4.07874	3	5407.65
4.18122	3	5409.05
3.77746	4	5409.1
3.47971	2	5411.29
4.26935	5	5411.82
3.4191	4	5412.16
4.60655	1	5425.17
3.24583	4	5425.73
3.89817	4	5425.74
4.18435	4	5425.78
4.33757	5	5426.22
3.16838	1	5430.92
4.10795	4	5430.93
4.9693	5	5430.93
3.40327	3	5431.09
4.70136	5	5431.18
4.07838	4	5431.19
3.96844	5	5432.25
2.97203	4	5433.31
4.11387	4	5433.32
4.04338	5	5434.24
3.91834	5	5435.41
3.34402	5	5438.15
3.94534	3	5439.04
4.14874	5	5439.77
3.64815	4	5439.89
2.19782	1	5441.33
3.96895	5	5442.39
4.03458	5	5443.32
4.50292	5	5443.57
3.7608	1	5451.19
3.76564	1	5458.84
2.38997	4	5461.43
3.61412	5	5463.35
4.72853	5	5463.43
4.89429	5	5463.44
3.50154	2	5465.69
4.37121	5	5466.09
4.11089	5	5466.88
3.82365	3	5467.56
4.21053	5	5468.18
4.15395	3	5469.51
2.87668	2	5470.28
3.54502	1	5476.76
3.15897	3	5476.78
4.06876	5	5477.65
3.80782	4	5477.69
3.95659	5	5478.78
3.70755	5	5480.45
3.19126	4	5481.1
4.76588	5	5481.16
3.24715	1	5486.21
3.91287	3	5487.04
3.55874	1	5493.59
2.45284	2	5493.79
3.28377	3	5493.87
3.01001	3	5493.87
2.68596	2	5494.34
2.89042	3	5494.35
3.9364	4	5494.36
3.00441	1	5498.38
4.06244	4	5498.38
4.1074	4	5498.39
4.42252	4	5498.57
3.92686	5	5499.72
3.97394	4	5499.72
4.02871	5	5500.67
3.91473	5	5501.84
4.01515	5	5502.81
3.67769	5	5504.56
2.72892	2	5505.09
3.97878	3	5506.05
4.00988	4	5506.05
4.16456	3	5507.41
4.01003	3	5508.43
2.63709	3	5508.56
3.97438	4	5508.56
2.64285	3	5508.69
3.78793	3	5509.31
3.35022	3	5509.43
3.15384	3	5509.45
2.75991	3	5509.51
3.97619	1	5518.37
3.19562	3	5518.41
2.92652	3	5518.41
2.42212	2	5518.59
4.05698	5	5519.48
3.32194	3	5519.58
2.45694	3	5519.88
2.12942	2	5519.9
2.63272	4	5521.77
2.79444	3	5521.81
2.72087	2	5522.33
2.23038	2	5522.38
3.07267	4	5523.24
2.82802	3	5523.27
3.12073	1	5527.77
2.75634	3	5527.83
2.3805	2	5527.97
3.12226	3	5527.99
2.65429	1	5530.72
2.94909	5	5534.93
4.09362	3	5536.13
4.64228	4	5536.54
3.33185	1	5541.98
4.63544	4	5542.38
4.13382	4	5542.4
4.13704	3	5543.69
3.64105	3	5544.1
5	4	5545.1
4.68018	5	5545.2
4.26529	2	5550.34
3.97356	3	5551.28
3.61116	3	5551.66
4.12846	3	5552.93
3.75724	2	5556.02
3.18	1	5560.77
4.34052	4	5560.89
4.13886	3	5562.18
3.41213	5	5564.7
4.27087	5	5565.24
3.9547	2	5569.06
4.36164	5	5569.46
4.44271	4	5569.66
4.48688	5	5569.92
3.64882	5	5571.75
5	1	5587.75
4.47019	1	5599.79
5	5	5599.79
4.28524	4	5599.87
4.51797	5	5600.11
4.73511	5	5600.18
4.1195	4	5600.19
3.59681	5	5602.16
3.82778	5	5603.53
3.9057	4	5603.54
3.76462	5	5605.07
3.73053	4	5605.14
4.12931	4	5605.16
4.30149	4	5605.25
3.36636	2	5607.12
4.05898	3	5608.24
3.72467	3	5608.76
4.46382	5	5609.05
3.51436	4	5609.29
3.50689	3	5609.54
3.97195	4	5609.54
4.31326	5	5610.01
4.06996	5	5610.88
3.49772	3	5611.13
4.28581	4	5611.21
3.47733	4	5611.48
3.5286	3	5611.76
3.29648	5	5614.66
4.152	5	5615.38
3.23613	4	5615.97
3.57222	5	5618
3.69937	3	5618.49
3.78101	5	5619.98
3.89705	4	5619.99
4.1932	4	5620.03
4.00674	4	5620.03
3.63461	4	5620.16
4.03612	4	5620.16
4.06431	3	5621.3
3.61099	3	5621.67
4.0449	5	5622.58
3.07533	2	5623.74
3.39712	3	5623.89
3.70028	4	5623.98
3.79587	4	5624.03
3.94415	5	5625.14
3.67184	4	5625.25
2.99112	1	5629.21
3.65425	3	5629.64
3.74268	5	5631.22
3.03517	3	5631.22
3.00284	4	5632.22
3.73394	5	5633.82
3.9485	4	5633.82
2.78145	2	5634.43
3.08663	1	5638.79
3.73807	5	5640.38
3.31352	1	5645.73
3.14815	4	5646.46
3.47514	4	5646.73
2.73233	4	5648.34
3.70939	4	5648.43
3.6298	5	5650.3
3.98457	5	5651.33
4.10394	4	5651.34
3.75322	3	5651.91
4.02441	4	5651.91
4.01618	4	5651.91
3.73312	4	5651.98
3.57946	4	5652.16
3.86919	5	5653.44
3.59259	4	5653.61
3.62919	4	5653.74
4.13834	5	5654.49
3.39208	4	5654.86
3.86525	3	5655.6
3.80307	2	5658.85
3.71127	4	5658.94
3.18632	3	5658.97
3.78903	5	5660.44
3.42125	4	5660.77
3.57187	3	5661.1
3.39567	4	5661.47
3.16958	2	5662.83
2.88643	4	5664.07
3.07431	4	5664.93
3.66262	3	5665.37
4.15778	4	5665.4
4.07092	4	5665.4
3.61667	2	5668.01
2.97342	4	5669.07
2.52466	2	5669.34
3.10334	2	5670.56
3.1556	1	5675.21
3.28552	4	5675.72
2.79198	3	5675.76
3.84607	4	5675.78
3.05243	1	5680
3.47546	3	5680.22
2.68451	2	5680.69
3.59033	3	5681.04
2.81624	3	5681.07
2.81831	2	5681.74
2.63	2	5682.14
1.95237	1	5683.05
3.04998	2	5684.15
3.86943	5	5685.43
4.35284	2	5690.96
5	4	5691.96
4.92785	5	5691.97
4.73038	4	5692.5
4.28497	5	5693.01
4.12088	4	5693.03
3.98571	3	5694
4.07851	4	5694.01
4.45118	3	5696.11
4.04635	4	5696.11
5	5	5696.11
3.91092	3	5696.94
4.45477	5	5697.24
5	5	5697.24
4.52033	2	5703.59
3.91243	4	5703.6
4.51316	5	5703.84
4.11815	5	5704.62
4.88206	5	5704.63
4.86472	5	5704.65
3.47509	4	5704.92
4.08581	4	5704.93
3.94817	5	5706.04
4.73646	5	5706.11
3.30286	4	5706.59
4.18017	3	5707.99
4.41392	5	5708.33
3.31032	3	5708.43
4.33752	5	5708.86
4.36639	4	5709
5	5	5709
4.83774	5	5709.02
4.044	4	5709.03
4.07789	4	5709.03
4.57705	5	5709.21
3.30213	5	5712.09
4.53984	4	5712.39
4.64042	3	5715.08
5	5	5715.08
4.99294	3	5719.05
5	5	5719.05
4.85197	5	5719.07
4.67741	5	5719.17
4.21165	4	5719.22
4.64882	5	5719.34
4.5639	5	5719.53
4.62005	5	5719.68
4.98716	5	5719.68
4.33205	3	5721.45
5	5	5721.45
4.69361	4	5721.93
4.14039	3	5723.23
4.37854	5	5723.62
4.45125	4	5723.82
4.21971	5	5724.43
4.60022	4	5724.79
3.96427	4	5724.79
4.23056	3	5726.31
3.61824	3	5726.69
4.72937	5	5726.76
3.66897	4	5726.87
3.10698	2	5728.1
3.88396	1	5736.42
3.49301	2	5738.64
4.18142	4	5738.68
3.51734	5	5740.88
4.3909	4	5741.03
4.55644	5	5741.23
4.00838	5	5742.21
4.38633	4	5742.36
3.86161	4	5742.38
4.38148	5	5742.76
3.97911	2	5746.68
4.68151	5	5746.78
4.51317	5	5747.02
4.20229	3	5748.46
4.52773	5	5748.68
4.19216	4	5748.72
4.92674	4	5749.58
3.94485	4	5749.58
4.30778	3	5751.29
4.29252	4	5751.38
4.38305	5	5751.76
3.52285	3	5752.03
4.36632	4	5752.17
2.95934	1	5756.01
4.20223	4	5756.05
5	5	5756.05
3.52086	4	5756.28
3.4939	3	5756.52
4.13914	5	5757.26
4.44596	4	5757.46
2.74047	4	5759.05
3.91395	4	5759.05
4.52687	5	5759.28
4.23591	5	5759.86
4.1834	4	5759.9
4.01325	5	5760.87
3.54984	3	5761.17
4.60336	5	5761.33
4.3199	3	5763.07
4.68354	5	5763.17
4.83152	5	5763.2
4.29276	4	5763.28
4.22292	5	5763.89
3.85617	3	5764.62
3.30315	3	5764.71
3.79081	4	5764.76
4.05795	5	5765.64
3.62623	4	5765.78
2.76069	4	5767.32
4.17322	4	5767.35
3.71428	2	5770.29
4.54589	5	5770.5
3.52392	3	5770.77
3.70101	3	5771.26
4.72788	4	5771.79
4.2692	4	5771.86
4.01124	4	5771.86
3.92128	4	5771.87
4.10081	3	5773.08
4.1938	5	5773.73
4.12998	5	5774.49
4.14591	4	5774.51
2.74064	4	5776.1
3.40466	5	5778.64
3.54637	4	5778.85
3.61269	4	5779
4.64442	5	5779.12
4.03222	3	5780.19
3.7281	2	5783.17
3.49539	3	5783.42
4.20762	3	5784.88
4.37637	4	5785.02
4.05392	3	5786.13
4.43378	5	5786.45
2.82733	2	5787.14
3.97144	4	5787.14
3.69954	4	5787.23
4.04462	4	5787.23
3.51452	4	5787.46
3.47307	1	5793.58
3.59318	4	5793.75
4.30093	3	5795.44
4.08646	3	5796.62
3.96459	4	5796.62
3.31031	4	5797.1
3.35169	4	5797.52
2.76048	4	5799.05
2.79653	1	5802.28
3.33157	3	5802.39
2.96405	2	5803.32
3.0861	3	5803.33
4.09623	4	5803.34
4.2389	3	5804.87
4.4981	4	5805.12
3.90637	5	5806.32
4.38352	5	5806.7
3.72507	3	5807.22
4.28995	4	5807.31
4.0248	3	5808.36
3.62621	5	5810.24
3.304	3	5810.34
3.99261	4	5810.34
3.30082	1	5815.63
3.80383	4	5815.67
2.87488	2	5816.43
3.7866	4	5816.48
3.28188	3	5816.56
2.16812	3	5817.25
3.97899	3	5818.21
3.76329	2	5821.32
2.93304	2	5822.19
4.21184	4	5822.23
4.46523	4	5822.45
4.10689	5	5823.25
4.54617	4	5823.55
4.44839	5	5823.85
4.2358	4	5823.91
4.49786	3	5826.15
3.94281	3	5827.04
4.68995	2	5834.27
4.48729	5	5834.54
4.16035	5	5835.24
4.76863	5	5835.29
4.79661	5	5835.34
4.3155	5	5835.8
3.50874	4	5836.05
3.56729	4	5836.23
3.92555	4	5836.24
3.78608	4	5836.28
3.61051	4	5836.44
3.94053	3	5837.32
3.98428	5	5838.35
4.00492	5	5839.34
2.77815	1	5842.5
3.0337	3	5842.51
3.28281	3	5842.59
4.1022	4	5842.6
2.89801	2	5843.4
3.35175	3	5843.53
3.35005	3	5843.65
3.56592	5	5845.71
3.90548	4	5845.71
2.8657	2	5846.46
3.94187	3	5847.35
3.84015	3	5848.06
4.48249	5	5848.32
3.30721	4	5848.8
3.21193	2	5850.27
2.8183	4	5851.67
3.23453	5	5854.79
3.52279	5	5856.97
3.31505	4	5857.44
2.94061	2	5858.32
4.35677	4	5858.45
4.01828	4	5858.45
3.46558	3	5858.67
3.35553	3	5858.79
3.32037	3	5858.9
3.26781	4	5859.43
4.12881	3	5860.71
4.13166	4	5860.72
4.13016	4	5860.74
4.2659	4	5860.81
3.21422	3	5860.86
3.69507	4	5860.95
3.0339	2	5862.02
3.29495	3	5862.11
3.86784	4	5862.12
3.95119	3	5863.03
3.07006	4	5863.89
2.64615	4	5865.73
3.09774	2	5866.93
3.64731	2	5869.65
3.88839	4	5869.66
2.87533	3	5869.67
3.75178	4	5869.73
3.97689	4	5869.74
1.9123	1	5870.57
3.43438	3	5870.76
4.49695	4	5871
3.53524	4	5871.22
4.11206	4	5871.23
3.41345	4	5871.58
2.78783	2	5872.2
3.6252	4	5872.34
3.61232	3	5872.71
3.21326	3	5872.76
2.99549	3	5872.76
5	5	5872.76
5	4	5873.76
4.77164	3	5876.9
5	4	5877.9
5	4	5878.9
5	5	5878.9
4.61495	4	5879.27
5	4	5880.27
4.75897	5	5880.33
4.7633	4	5880.91
5	2	5889.91
5	5	5889.91
4.63288	4	5890.32
4.74128	4	5890.86
5	4	5891.86
4.54631	4	5892.16
5	5	5892.16
4.34143	1	5903.33
4.35772	5	5903.74
4.67362	5	5903.85
5	5	5903.85
5	5	5903.85
4.60059	5	5904.01
4.8677	5	5904.02
4.65612	5	5904.14
3.80789	5	5905.56
4.5146	4	5905.83
4.22623	4	5905.88
4.49506	5	5906.13
4.67998	5	5906.24
3.36505	5	5908.91
3.69292	5	5910.62
4.54725	5	5910.82
4.23008	4	5910.88
3.89364	4	5910.89
4.27913	5	5911.41
4.28453	5	5911.92
3.18677	4	5912.58
3.80788	5	5914
4.71631	5	5914.08
4.67427	5	5914.19
3.82888	4	5914.22
4.30291	2	5919.52
3.78492	4	5919.57
4.16713	3	5920.93
4.08386	4	5920.94
4.56502	4	5921.26
4.38021	4	5921.4
4.37494	5	5921.79
4.63954	4	5922.2
4.79172	5	5922.24
4.73407	4	5922.78
4.78977	5	5922.83
4.55721	4	5923.14
4.55596	4	5923.45
4.39089	4	5923.6
4.0402	5	5924.52
4.1705	4	5924.55
4.45054	5	5924.85
4.34246	5	5925.28
4.16308	4	5925.31
4.18762	4	5925.35
4.88104	5	5925.36
3.78962	3	5925.98
4.37713	4	5926.13
4.33307	4	5926.24
4.23728	4	5926.29
4.09991	5	5927.1
3.88382	4	5927.12
3.76262	4	5927.17
4.23449	4	5927.23
4.73916	3	5930.25
4.69373	4	5930.73
4.06921	4	5930.74
3.9172	3	5931.58
4.04388	4	5931.58
4.04302	3	5932.67
3.62094	3	5933.06
4.19067	3	5934.47
4.33264	2	5939.91
4.0754	3	5941.07
3.70259	4	5941.16
3.99369	3	5942.15
4.23977	4	5942.2
3.5224	5	5944.39
3.95454	4	5944.39
2.64712	4	5946.22
3.90862	5	5947.41
3.57461	2	5949.89
3.99127	4	5949.89
3.10817	3	5949.9
4.13198	4	5949.92
3.53641	3	5950.21
3.33868	4	5950.64
4.03581	5	5951.57
3.90861	5	5952.77
3.78921	4	5952.81
3.22064	3	5952.86
3.25648	1	5957.95
3.57412	5	5959.98
3.8666	5	5961.27
3.52515	4	5961.49
3.98476	4	5961.49
3.55034	3	5961.8
3.15359	4	5962.51
3.84449	4	5962.54
3.61992	5	5964.44
3.528	3	5964.72
3.36482	5	5967.39
3.32663	4	5967.85
2.97745	4	5968.89
3.77347	5	5970.4
3.44362	3	5970.59
3.82847	1	5978.59
3.41479	4	5978.94
2.90757	2	5979.76
3.40971	3	5979.93
3.027	1	5984.04
3.04718	1	5988.23
2.98098	3	5988.23
2.3979	1	5990.18
2.87043	1	5993.68
4.08349	1	6003.19
2.42411	4	6005.67
3.89279	4	6005.68
3.67852	2	6008.5
3.66319	4	6008.61
4.44287	3	6010.7
4.62295	5	6010.84
3.96367	5	6011.91
4.02846	4	6011.91
2.01388	1	6012.94
3.63328	3	6013.34
2.98013	4	6014.38
2.38137	2	6014.53
2.52078	3	6014.76
3.06928	4	6015.62
4.15913	5	6016.33
4.27191	4	6016.41
3.95043	5	6017.51
5	5	6017.51
4.12158	3	6018.76
3.9518	4	6018.77
4.29805	5	6019.26
3.36515	3	6019.39
3.66423	4	6019.51
3.20799	5	6022.72
4.75315	5	6022.78
3.03458	2	6023.85
4.50932	5	6024.09
3.61321	4	6024.24
3.45192	4	6024.54
3.42953	3	6024.72
4.28984	3	6026.39
3.47699	2	6028.57
3.65992	1	6035.64
3.75026	5	6037.21
2.38862	2	6037.36
2.76508	3	6037.41
3.39125	4	6037.78
3.67125	4	6037.89
3.78291	5	6039.37
3.34687	2	6041.19
4.0575	4	6041.19
4.26469	4	6041.26
3.7949	4	6041.3
4.00086	4	6041.3
4.36219	4	6041.43
3.95394	3	6042.34
4.17453	5	6043.02
4.33289	4	6043.13
4.02318	4	6043.14
4.08219	5	6043.98
3.80102	5	6045.42
4.25926	4	6045.48
4.04461	2	6049.66
3.71538	2	6052.61
4.19198	4	6052.64
3.77556	3	6053.24
3.57253	4	6053.43
3.44685	4	6053.73
3.56106	3	6054.05
4.09725	4	6054.06
4.00125	4	6054.06
3.42678	4	6054.39
3.98951	4	6054.39
3.51406	3	6054.65
3.54302	3	6054.94
4.19539	3	6056.37
3.87153	4	6056.39
3.49379	4	6056.65
4.39362	5	6057.01
3.29072	3	6057.1
3.3024	4	6057.59
3.31135	3	6057.68
2.84392	3	6057.71
2.90822	3	6057.71
3.52401	4	6057.94
3.26116	4	6058.49
4.37435	4	6058.63
3.4411	4	6058.94
3.73876	2	6061.96
3.78071	3	6062.57
4.04292	4	6062.57
4.02513	5	6063.52
4.15315	4	6063.55
3.8509	5	6064.87
3.66931	3	6065.32
3.02509	4	6066.27
3.84917	5	6067.59
3.39668	3	6067.75
3.53807	4	6067.96
3.87777	3	6068.73
3.90903	4	6068.74
3.58113	4	6068.92
3.5219	3	6069.19
3.43889	4	6069.5
3.39464	5	6072.08
3.96996	4	6072.08
3.42833	3	6072.27
3.48883	4	6072.53
3.08519	4	6073.36
3.01032	1	6077.4
2.44165	3	6077.72
3.48199	4	6077.99
3.62566	4	6078.13
3.10142	5	6081.73
3.69918	4	6081.82
3.54264	4	6082.03
3.71126	4	6082.11
3.77809	2	6085.27
3.39899	3	6085.43
3.21641	3	6085.48
4.07577	4	6085.49
4.03367	5	6086.42
3.62697	4	6086.56
4.13645	4	6086.58
2.87038	3	6086.59
3.14032	3	6086.61
3.45205	4	6086.91
3.98098	3	6087.88
3.14718	3	6087.9
3.38399	3	6088.05
3.93836	5	6089.17
3.32656	5	6091.97
3.63404	2	6094.64
4.36026	5	6095.05
3.5075	2	6097.33
2.8482	3	6097.35
3.37294	4	6097.74
3.76914	5	6099.26
3.28779	5	6102.19
4.81556	5	6102.22
3.56104	3	6102.54
4.26479	5	6103.08
3.97033	5	6104.14
4.37147	5	6104.53
4.17136	5	6105.22
2.42004	2	6105.4
3.66423	4	6105.51
2.0859	2	6105.52
2.59273	1	6108.05
3.34948	4	6108.48
4.55663	5	6108.67
4.50642	5	6108.92
4.0508	5	6109.82
4.16283	5	6110.52
4.42763	4	6110.7
4.20591	5	6111.33
3.68021	4	6111.43
4.07924	5	6112.28
3.53761	2	6114.65
3.94676	5	6115.76
3.18371	3	6115.79
2.99429	3	6115.79
3.46189	5	6118.15
3.78143	5	6119.64
4.19751	4	6119.68
3.50353	5	6121.92
3.83097	4	6121.95
2.54065	4	6124.08
4.05505	5	6124.97
2.72966	3	6125.04
3.84659	5	6126.37
3.7395	5	6127.96
3.81573	2	6131.26
3.08425	4	6132.1
3.15426	4	6132.81
3.66925	3	6133.26
3.92325	1	6141.81
2.88324	4	6143.05
3.35605	4	6143.47
4.40829	4	6143.63
3.30282	2	6145.33
4.21883	5	6145.94
3.4296	5	6148.41
3.04301	3	6148.41
3.86882	5	6149.69
3.21035	4	6150.31
2.91134	3	6150.32
1.81789	3	6151.72
3.63125	5	6153.59
2.38249	3	6153.97
3.08637	2	6155.15
2.85691	3	6155.17
3.84258	5	6156.51
4.03865	3	6157.59
3.54397	5	6159.71
3.26063	1	6164.82
3.76217	5	6166.35
3.62014	4	6166.5
3.16052	3	6166.52
3.12035	2	6167.78
3.53077	5	6169.94
3.01371	5	6173.88
3.30727	3	6173.98
2.71574	4	6175.63
2.63617	2	6176.03
3.57805	4	6176.21
3.18964	3	6176.25
3.04453	3	6176.25
3.54292	4	6176.46
2.99821	3	6176.46
2.84994	5	6181.08
2.7722	3	6181.13
3.19987	4	6181.77
2.5532	3	6181.97
2.79898	3	6182.01
2.25952	3	6182.56
3.93126	5	6183.7
3.24239	4	6184.28
3.11242	3	6184.29
3.54128	4	6184.5
2.84016	3	6184.53
3.44776	2	6186.62
3.21838	2	6188.11
3.12729	2	6189.38
1.95598	1	6190.29
3.98345	4	6190.29
3.76235	4	6190.35
3.46413	4	6190.63
2.80905	2	6191.29
2.52818	2	6191.57
3.49737	4	6191.82
2.81536	2	6192.49
3.39332	1	6198.21
3.14946	3	6198.24
2.30401	1	6199.94
3.14604	3	6199.96
3.99098	2	6203.92
3.50222	2	6206.18
3.01979	3	6206.18
2.84558	1	6209.58
3.2626	4	6210.13
2.97834	1	6214.04
2.50836	1	6216.32
3.67874	3	6216.78
2.21165	4	6219.98
2.16006	1	6221.32
2.73367	1	6224.33
2.33806	1	6226.12
2.25136	1	6227.68
3.36017	3	6227.81
2.49428	2	6228.06
3.30144	1	6233.35
2.99567	4	6234.36
3.02265	2	6235.41
3.07549	2	6236.57
3.25744	5	6239.6
3.23631	3	6239.66
2.13456	1	6240.95
4.88986	4	6241.74
4.65274	3	6244.47
5	4	6245.47
4.3191	3	6247.21
5	4	6248.21
4.62384	4	6248.6
4.32701	3	6250.36
2.82346	1	6253.68
4.61153	5	6253.83
4.34008	4	6253.95
4.88375	4	6254.73
4.77569	4	6255.33
4.42349	5	6255.67
4.44852	4	6255.87
4.08409	5	6256.71
